ID;REGON;lat;lon;ROA_BEST;BvD_sectors;National industry classification;NACE_rev2_4dig
325;147334550;52,1293201;21,06392611;-1,87;Property Services;NACE Rev. 2;6810
326;15207778;52,1293201;21,06392611;11,06;Banking, Insurance & Financial Services;NACE Rev. 2;6622
327;6210550;52,1294004;21,05684696;0,16;Property Services;NACE Rev. 2;6832
328;16396505;52,1294254;21,06164319;-0,78;Business Services;NACE Rev. 2;8010
329;12069703;52,1294254;21,06164319;14,82;Retail;NACE Rev. 2;4711
330;147160913;52,12945375;21,05048639;2,07;Travel, Personal & Leisure;NACE Rev. 2;7912
331;140897355;52,1294592;21,0982436;1,05;Construction;NACE Rev. 2;4213
332;10398450;52,12953395;21,05791453;0,37;Property Services;NACE Rev. 2;6832
333;141860816;52,12953395;21,05791453;11,36;Public Administration, Education, Health Social Services;NACE Rev. 2;8510
334;360431758;52,1296186;21,0116908;-13,89;Printing & Publishing;NACE Rev. 2;5811
335;146394514;52,1296282;21,08218065;-20;Business Services;NACE Rev. 2;7022
336;12807354;52,1296282;21,08218065;5,12;Wholesale;NACE Rev. 2;4690
337;144414626;52,1296282;21,08218065;23,43;Food & Tobacco Manufacturing;NACE Rev. 2;1082
338;360384763;52,1296282;21,08218065;30,95;Business Services;NACE Rev. 2;7022
339;147491975;52,1296282;21,08218065;-25;Business Services;NACE Rev. 2;7022
340;362992640;52,1296321;21,0159738;-3,48;Wholesale;NACE Rev. 2;4791
341;341320717;52,1296321;21,0159738;9,19;Business Services;NACE Rev. 2;7022
342;360438370;52,1296512;21,00622502;15,87;Business Services;NACE Rev. 2;8292
343;142235581;52,12976245;21,05468521;1,44;Media & Broadcasting;NACE Rev. 2;6312
344;145942244;52,12977565;21,06569972;-1,44;Wholesale;NACE Rev. 2;4631
345;15576323;52,12977565;21,06569972;5,14;Wholesale;NACE Rev. 2;4631
346;302034880;52,12984375;21,07405893;2,5;Business Services;NACE Rev. 2;6920
347;300631748;52,12984375;21,07405893;9,7;Wholesale;NACE Rev. 2;4690
348;145944616;52,1298703;21,011698;-18,18;Construction;NACE Rev. 2;4110
349;141546385;52,12989615;21,00760785;8,08;Wholesale;NACE Rev. 2;4642
350;12565187;52,12989615;21,00760785;10,35;Wholesale;NACE Rev. 2;4674
351;12646916;52,12989615;21,00760785;37,46;Wholesale;NACE Rev. 2;4675
352;141601144;52,1299769;21,07210533;-17,8;Computer Software;NACE Rev. 2;6311
353;17321308;52,1299769;21,07210533;30;Banking, Insurance & Financial Services;NACE Rev. 2;6499
354;146291435;52,1299769;21,07210533;44,58;Media & Broadcasting;NACE Rev. 2;6312
355;361829813;52,1299769;21,07210533;94,12;Wholesale;NACE Rev. 2;4669
356;10601192;52,13004455;21,06205878;0,04;Property Services;NACE Rev. 2;6832
357;142831805;52,13006275;21,0839691;7,44;Public Administration, Education, Health Social Services;NACE Rev. 2;8510
358;360034069;52,1300837;21,07705075;-25;Travel, Personal & Leisure;NACE Rev. 2;5610
359;147491998;52,1300837;21,07705075;20,23;Travel, Personal & Leisure;NACE Rev. 2;5610
360;10349290;52,13014035;21,06000668;0,01;Property Services;NACE Rev. 2;6832
361;15486287;52,1301494;21,06084761;-21,43;Printing & Publishing;NACE Rev. 2;5814
362;141523527;52,1301494;21,06084761;-16,67;Business Services;NACE Rev. 2;7311
363;2154121;52,1301494;21,06084761;0,5;Printing & Publishing;NACE Rev. 2;5811
364;142871176;52,13016575;21,10452776;-12,29;Business Services;NACE Rev. 2;7410
365;141712205;52,130266;21,01067207;5,67;Computer Hardware;NACE Rev. 2;2620
366;360856185;52,1302985;21,0121235;-27,08;Travel, Personal & Leisure;NACE Rev. 2;9312
367;141778730;52,1303018;21,06582387;-2,32;Property Services;NACE Rev. 2;6820
368;142000027;52,1303018;21,06582387;-1,97;Property Services;NACE Rev. 2;6810
369;141809063;52,1303018;21,06582387;0,67;Construction;NACE Rev. 2;4120
370;141698942;52,1303018;21,06582387;1,08;Business Services;NACE Rev. 2;7022
371;17263462;52,1303018;21,06582387;9,91;Business Services;NACE Rev. 2;7311
372;15313902;52,1303018;21,06582387;22,76;Business Services;NACE Rev. 2;8130
373;362829873;52,1304265;21,07108157;21,88;Business Services;NACE Rev. 2;7022
374;146339202;52,1304273;21,07432368;42,86;Public Administration, Education, Health Social Services;NACE Rev. 2;8690
375;12225706;52,1304533;21,0166225;7,06;Wood, Furniture & Paper Manufacturing;NACE Rev. 2;1624
376;1408275;52,13052245;21,06305222;0,74;Property Services;NACE Rev. 2;6832
377;2158225;52,13052245;21,06305222;63,16;Wholesale;NACE Rev. 2;4690
378;11710977;52,13052245;21,06305222;76,11;Public Administration, Education, Health Social Services;NACE Rev. 2;8690
379;10816886;52,1305332;21,0959153;-4,2;Transport, Freight & Storage;NACE Rev. 2;4941
380;360522490;52,13063135;21,0988531;0,66;Property Services;NACE Rev. 2;6820
381;8055816;52,13063135;21,0988531;7,93;Communications;NACE Rev. 2;2630
382;146846844;52,1306367;21,06512825;-83,33;Wholesale;NACE Rev. 2;4631
383;6215368;52,13064075;21,05729652;1,94;Property Services;NACE Rev. 2;6832
384;17214104;52,1306452;21,05914867;-43,48;Leather, Stone, Clay & Glass products;NACE Rev. 2;2361
385;1361734;52,13065505;21,0625127;0,04;Construction;NACE Rev. 2;4110
386;142178699;52,13065505;21,0625127;1,99;Retail;NACE Rev. 2;4725
387;16334912;52,13065505;21,0625127;2,03;Business Services;NACE Rev. 2;7022
388;141308036;52,13065505;21,0625127;12,43;Wholesale;NACE Rev. 2;4634
389;141017362;52,13065705;21,01651239;5,01;Construction;NACE Rev. 2;4222
390;10252805;52,1306575;21,06153015;0,08;Property Services;NACE Rev. 2;6832
391;12051376;52,1306575;21,06153015;0,49;Construction;NACE Rev. 2;4120
392;146982777;52,13072715;21,06080382;30;Public Administration, Education, Health Social Services;NACE Rev. 2;8690
393;11919921;52,1308022;21,0767371;-18,28;Media & Broadcasting;NACE Rev. 2;5911
394;10689643;52,1308375;21,0082937;2,18;Wholesale;NACE Rev. 2;4690
395;6212387;52,130894;21,05939692;0,8;Property Services;NACE Rev. 2;6832
396;15045643;52,130894;21,05939692;1,84;Computer Software;NACE Rev. 2;6201
397;142512158;52,13090325;21,05710168;-3,24;Printing & Publishing;NACE Rev. 2;5811
398;142284148;52,13091695;21,05653622;49,71;Business Services;NACE Rev. 2;7022
399;140536404;52,1309341;21,07656704;-48,28;Public Administration, Education, Health Social Services;NACE Rev. 2;9499
400;146228247;52,1309341;21,07656704;-6;Travel, Personal & Leisure;NACE Rev. 2;9602
401;140784639;52,1312753;21,0657511;-0,2;Banking, Insurance & Financial Services;US SIC;6619
402;6234383;52,13129455;21,01894672;4,68;Wholesale;NACE Rev. 2;4690
403;142549227;52,13138135;21,0483438;53,85;Business Services;NACE Rev. 2;7112
404;142074244;52,13139525;21,07906859;11,66;Banking, Insurance & Financial Services;NACE Rev. 2;6499
405;146415529;52,13144525;21,0513813;-24,08;Construction;NACE Rev. 2;4110
406;141312010;52,13146015;21,07495784;-43,61;Travel, Personal & Leisure;NACE Rev. 2;5610
407;10648207;52,13146015;21,07495784;0,97;Property Services;NACE Rev. 2;6832
408;15713493;52,13146015;21,07495784;52,51;Property Services;NACE Rev. 2;6820
409;146760261;52,13153415;21,07093198;-14,89;Media & Broadcasting;NACE Rev. 2;6312
410;147149797;52,13153415;21,07093198;-5,21;Waste Management & Treatment;NACE Rev. 2;3832
411;277617450;52,13153415;21,07093198;-0,87;Transport, Freight & Storage;NACE Rev. 2;5229
412;10158963;52,13153415;21,07093198;0,36;Construction;NACE Rev. 2;4110
413;16308808;52,13153415;21,07093198;0,41;Industrial, Electric & Electronic Machinery;NACE Rev. 2;3320
414;16280234;52,13153415;21,07093198;0,44;Business Services;NACE Rev. 2;6209
415;21862171;52,13153415;21,07093198;1,89;Banking, Insurance & Financial Services;NACE Rev. 2;6499
416;15594960;52,13153415;21,07093198;6,88;Business Services;NACE Rev. 2;7022
417;10737276;52,13153415;21,07093198;11,62;Wholesale;NACE Rev. 2;4690
418;10259581;52,13153415;21,07093198;13,59;Construction;NACE Rev. 2;4120
419;146176622;52,13153415;21,07093198;-90,24;Computer Software;NACE Rev. 2;6201
420;10792186;52,13153415;21,07093198;0,88;Business Services;NACE Rev. 2;7111
421;1371218;52,1315845;21,0742124;0,18;Property Services;NACE Rev. 2;6820
422;12183190;52,131588;21,06290842;0,05;Property Services;NACE Rev. 2;6820
423;141380890;52,13159405;21,10315691;-55,26;Wholesale;NACE Rev. 2;4651
424;15340477;52,13159405;21,10315691;-20,98;Computer Software;NACE Rev. 2;6202
425;140950760;52,13159405;21,10315691;-2,72;Computer Software;NACE Rev. 2;6201
426;13184582;52,13159405;21,10315691;0,62;Construction;NACE Rev. 2;4120
427;8404576;52,13159405;21,10315691;-10,15;Wholesale;NACE Rev. 2;4651
428;12102820;52,1316932;21,0200162;-2,34;Construction;NACE Rev. 2;4120
429;12057290;52,13170455;21,00724665;-9,1;Business Services;NACE Rev. 2;7112
430;141309107;52,13170455;21,00724665;-2;Business Services;NACE Rev. 2;7112
431;141450410;52,13170455;21,00724665;49,73;Mining & Extraction;NACE Rev. 2;610
432;140680992;52,1317557;21,06160743;6,02;Business Services;NACE Rev. 2;6920
433;11476429;52,1317557;21,06160743;18,81;Wholesale;NACE Rev. 2;4690
434;363564454;52,13176875;21,05787235;-28,57;Travel, Personal & Leisure;NACE Rev. 2;5610
435;146505400;52,13176875;21,05787235;-6,84;Utilities;NACE Rev. 2;3511
436;145486579;52,13176875;21,05787235;11,68;Chemicals, Petroleum, Rubber & Plastic;NACE Rev. 2;2120
437;363789354;52,13179225;21,04925955;-9,09;Computer Software;NACE Rev. 2;6201
438;15766236;52,13182085;21,01875372;20,19;Media & Broadcasting;NACE Rev. 2;5913
439;141614098;52,13184105;21,06391157;-36;Construction;NACE Rev. 2;4120
440;147114184;52,13184105;21,06391157;-30;Banking, Insurance & Financial Services;NACE Rev. 2;6619
441;17166612;52,13184105;21,06391157;-24;Business Services;NACE Rev. 2;7022
442;100602871;52,13184105;21,06391157;-15,52;Property Services;NACE Rev. 2;6810
443;340693215;52,13184105;21,06391157;-0,13;Travel, Personal & Leisure;NACE Rev. 2;5510
444;472380860;52,13184105;21,06391157;1,11;Travel, Personal & Leisure;NACE Rev. 2;5510
445;141754356;52,13184105;21,06391157;20,18;Computer Software;NACE Rev. 2;6201
446;140700750;52,13184105;21,06391157;29,47;Retail;NACE Rev. 2;4759
447;140771772;52,13184105;21,06391157;36,52;Wholesale;NACE Rev. 2;4618
448;142063460;52,13184105;21,06391157;48,49;Business Services;NACE Rev. 2;6920
449;361576418;52,1318586;21,06652281;0,2;Business Services;NACE Rev. 2;7022
450;361626369;52,1318586;21,06652281;0,22;Business Services;NACE Rev. 2;7022
451;141652288;52,1318586;21,06652281;5,29;Property Services;NACE Rev. 2;6810
452;15843534;52,1318586;21,06652281;5,48;Public Administration, Education, Health Social Services;NACE Rev. 2;9499
453;141085518;52,1318586;21,06652281;11,37;Property Services;NACE Rev. 2;6831
454;147186746;52,1318586;21,06652281;34,12;Business Services;NACE Rev. 2;7810
455;17470882;52,13186015;21,07214594;-0,18;Public Administration, Education, Health Social Services;NACE Rev. 2;9499
456;141822023;52,1319716;21,06826001;-90;Public Administration, Education, Health Social Services;NACE Rev. 2;9499
457;361121416;52,13202275;21,07857401;-24,24;Media & Broadcasting;NACE Rev. 2;6399
458;140996790;52,1320607;21,01521575;-64,52;Business Services;NACE Rev. 2;7022
459;16416395;52,1320607;21,01521575;-2,62;Construction;NACE Rev. 2;4110
460;11711149;52,1320607;21,01521575;0,45;Construction;NACE Rev. 2;4110
461;363501057;52,1320607;21,01521575;91,55;Construction;NACE Rev. 2;4110
462;140916029;52,1320636;21,07543589;-66,7;Construction;NACE Rev. 2;4321
463;1379266;52,1320636;21,07543589;1;Property Services;NACE Rev. 2;6832
464;146439464;52,1320636;21,07543589;1,92;Business Services;NACE Rev. 2;7112
465;145923206;52,132072;21,07026161;-81,25;Travel, Personal & Leisure;NACE Rev. 2;5610
466;360298957;52,132072;21,07026161;-66,67;Media & Broadcasting;NACE Rev. 2;5911
467;12481585;52,132072;21,07026161;-6,87;Wholesale;NACE Rev. 2;4619
468;13143005;52,132072;21,07026161;0,85;Wholesale;NACE Rev. 2;4690
469;15319780;52,132072;21,07026161;18,28;Business Services;NACE Rev. 2;6209
470;146947812;52,132072;21,07026161;38,55;Wholesale;NACE Rev. 2;4690
471;146359541;52,132072;21,07026161;46,83;Wholesale;NACE Rev. 2;4619
472;363714190;52,1321333;21,06596777;-57,14;Wholesale;NACE Rev. 2;4646
473;142370646;52,1321333;21,06596777;-50;Banking, Insurance & Financial Services;NACE Rev. 2;6622
474;146776428;52,1321333;21,06596777;-46,15;Construction;NACE Rev. 2;4211
475;146570715;52,1321333;21,06596777;-25,9;Chemicals, Petroleum, Rubber & Plastic;NACE Rev. 2;2110
476;141314350;52,1321333;21,06596777;-23,51;Public Administration, Education, Health Social Services;NACE Rev. 2;8559
477;147325656;52,1321333;21,06596777;-16,28;Wholesale;NACE Rev. 2;4791
478;142747045;52,1321333;21,06596777;-3,39;Industrial, Electric & Electronic Machinery;NACE Rev. 2;3250
479;141177841;52,1321333;21,06596777;-3,07;Construction;NACE Rev. 2;4120
480;140584722;52,1321333;21,06596777;-2,07;Construction;NACE Rev. 2;4120
481;142127029;52,1321333;21,06596777;0,48;Media & Broadcasting;NACE Rev. 2;6312
482;142256471;52,1321333;21,06596777;3,15;Wholesale;NACE Rev. 2;4642
483;17214110;52,1321333;21,06596777;3,85;Public Administration, Education, Health Social Services;NACE Rev. 2;9499
484;12342760;52,1321333;21,06596777;5,12;Business Services;NACE Rev. 2;3313
485;142292219;52,1321333;21,06596777;37,82;Travel, Personal & Leisure;NACE Rev. 2;5610
486;364824035;52,1321333;21,06596777;70,06;Wholesale;NACE Rev. 2;4673
487;362421422;52,1321333;21,06596777;75,61;Wholesale;NACE Rev. 2;4673
488;17186508;52,1321767;21,0227219;0,02;Computer Software;NACE Rev. 2;6201
489;141247398;52,13219865;21,0231935;-3,64;Media & Broadcasting;NACE Rev. 2;5911
490;146270516;52,1322032;21,02336662;23,32;Business Services;NACE Rev. 2;6209
491;141489300;52,1322775;21,06324435;10,31;Retail;NACE Rev. 2;4532
492;146681047;52,1322775;21,06324435;5,56;Wholesale;NACE Rev. 2;4649
493;10598308;52,1324494;21,049301;6,94;Business Services;NACE Rev. 2;6920
494;10690416;52,13250875;21,01590143;2,91;Wholesale;NACE Rev. 2;4634
495;361793251;52,13251025;21,05423073;-0,39;Business Services;NACE Rev. 2;6420
496;142608102;52,13255675;21,10499849;-2,88;Wholesale;NACE Rev. 2;4641
497;341598157;52,13255675;21,10499849;15,08;Wholesale;NACE Rev. 2;4641
498;15166559;52,1325655;21,07234188;0,44;Communications;NACE Rev. 2;6190
499;12843002;52,132602;21,07778165;-7,89;Property Services;NACE Rev. 2;6810
500;146720422;52,13271255;21,05343209;-1,85;Computer Software;NACE Rev. 2;6201
501;15853188;52,1327134;21,04742805;3,52;Business Services;NACE Rev. 2;6209
502;141409984;52,13278435;21,06508755;16,03;Business Services;NACE Rev. 2;7022
503;142976320;52,13284365;21,06676694;42,86;Business Services;NACE Rev. 2;7022
504;361280327;52,13284365;21,06676694;4,57;Construction;NACE Rev. 2;4339
505;15896393;52,1328467;21,01730268;-37,23;Construction;NACE Rev. 2;4321
506;146453984;52,1328467;21,01730268;-17,98;Retail;NACE Rev. 2;4799
507;8131300;52,1328467;21,01730268;-10,9;Retail;NACE Rev. 2;4799
508;146162531;52,132923;21,13083435;-0,42;Travel, Personal & Leisure;NACE Rev. 2;5510
509;15216978;52,132923;21,13083435;2,78;Travel, Personal & Leisure;NACE Rev. 2;5510
510;260573361;52,13293515;21,06580909;-25,68;Metals & Metal Products;NACE Rev. 2;2511
511;142311684;52,13293515;21,06580909;-13,63;Construction;NACE Rev. 2;4311
512;142814149;52,13298045;21,05794251;9,31;Computer Software;NACE Rev. 2;6201
513;16742775;52,1330142;21,0130528;3,48;Wholesale;NACE Rev. 2;4651
514;147293181;52,13308915;21,07302097;37,61;Public Administration, Education, Health Social Services;NACE Rev. 2;8531
515;142761364;52,133092;21,02157425;12,5;Retail;NACE Rev. 2;4773
516;146546125;52,1332072;21,0141342;40,63;Business Services;NACE Rev. 2;7022
517;10220780;52,1332072;21,0141342;64,96;Wholesale;NACE Rev. 2;4690
518;146864575;52,1332531;21,0565945;-18,31;Wholesale;NACE Rev. 2;4613
519;17340837;52,1332531;21,0565945;0,08;Property Services;NACE Rev. 2;6832
520;10693343;52,1332531;21,0565945;1,97;Business Services;NACE Rev. 2;6920
521;147483697;52,1332531;21,0565945;51,43;Public Administration, Education, Health Social Services;NACE Rev. 2;9499
522;147256412;52,13325815;21,07093132;-0,02;Property Services;NACE Rev. 2;6820
523;141593982;52,1332872;21,11389575;-17,65;Construction;NACE Rev. 2;4110
524;141593976;52,1332872;21,11389575;12,97;Construction;NACE Rev. 2;4110
525;15526578;52,13329735;21,0187556;-33,79;Construction;NACE Rev. 2;4120
526;145988335;52,13329735;21,0187556;-21,36;Construction;NACE Rev. 2;4110
527;140056880;52,13329735;21,0187556;2,63;Business Services;NACE Rev. 2;7112
528;140604264;52,13329735;21,0187556;11,72;Wholesale;NACE Rev. 2;4652
529;141018960;52,13329735;21,0187556;19,2;Wholesale;NACE Rev. 2;4675
530;17390226;52,1333087;21,0125439;2,22;Wholesale;NACE Rev. 2;4673
531;10712106;52,1333418;21,0692149;0,18;Property Services;NACE Rev. 2;6832
532;140868448;52,13334995;21,05280316;16,92;Travel, Personal & Leisure;NACE Rev. 2;7912
533;11628000;52,13334995;21,05280316;91,8;Travel, Personal & Leisure;NACE Rev. 2;7912
534;16396126;52,1333547;21,07647671;-4,66;Retail;NACE Rev. 2;4540
535;362434063;52,1333547;21,07647671;74,05;Computer Software;NACE Rev. 2;6201
536;146860436;52,1333592;21,0135912;-10,2;Business Services;NACE Rev. 2;7022
537;16353097;52,1333592;21,0135912;-7,14;Retail;NACE Rev. 2;4773
538;146142698;52,1333592;21,0135912;22,74;Wholesale;NACE Rev. 2;4690
539;141465221;52,1333663;21,0601516;4,17;Computer Software;NACE Rev. 2;6201
540;363554088;52,1333845;21,0621774;17,31;Retail;NACE Rev. 2;4778
541;15492253;52,13338915;21,06808024;-7,98;Retail;NACE Rev. 2;4773
542;17471769;52,13338915;21,06808024;-1,8;Printing & Publishing;NACE Rev. 2;5813
543;15253956;52,13348935;21,01875103;-13,06;Retail;NACE Rev. 2;4799
544;2015419;52,13348935;21,01875103;5,26;Business Services;NACE Rev. 2;8230
545;357251381;52,13348935;21,01875103;30,14;Wholesale;NACE Rev. 2;4690
546;141486714;52,13352105;21,04725739;-57,28;Travel, Personal & Leisure;NACE Rev. 2;5610
547;1344730;52,1335398;21,07325166;-7,18;Business Services;NACE Rev. 2;6920
548;142858460;52,1336831;21,04810384;2,17;Wholesale;NACE Rev. 2;4663
549;141424156;52,1337246;21,0689111;-2,96;Public Administration, Education, Health Social Services;NACE Rev. 2;8560
550;142774059;52,13376975;21,05577075;-66,67;Computer Software;NACE Rev. 2;5821
551;341172168;52,13376975;21,05577075;-66,67;Wood, Furniture & Paper Manufacturing;NACE Rev. 2;3109
552;145967356;52,13376975;21,05577075;-25;Biotechnology and Life Sciences;NACE Rev. 2;7211
553;147175056;52,13376975;21,05577075;-9,5;Computer Software;NACE Rev. 2;6311
554;12420661;52,13376975;21,05577075;0,08;Property Services;NACE Rev. 2;6832
555;15640736;52,13376975;21,05577075;-78,89;Public Administration, Education, Health Social Services;NACE Rev. 2;9499
556;146330023;52,13376975;21,05577075;-9,16;Travel, Personal & Leisure;NACE Rev. 2;9602
557;141285915;52,13378245;21,04814935;2,15;Property Services;NACE Rev. 2;6832
558;10665571;52,13379485;21,0113384;-20,14;Industrial, Electric & Electronic Machinery;NACE Rev. 2;2829
559;140658544;52,13379485;21,0113384;-20;Wholesale;NACE Rev. 2;4690
560;473072361;52,13379485;21,0113384;-16,87;Food & Tobacco Manufacturing;NACE Rev. 2;1092
561;142070683;52,13379485;21,0113384;-6,39;Construction;US SIC;4322
562;142036054;52,13379485;21,0113384;2,06;Banking, Insurance & Financial Services;NACE Rev. 2;6499
